0.405	356.54198
0.406	355.33201
0.407	354.12205
0.408	352.91208
0.409	351.70212
0.41	350.49215
0.411	349.28219
0.412	348.07222
0.413	346.86226
0.414	345.65229
0.415	344.44233
0.416	343.23237
0.417	342.0224
0.418	340.81244
0.419	339.60247
0.42	338.39251
0.421	337.18254
0.422	335.97258
0.423	334.76261
0.424	333.55265
0.425	332.34268
0.426	331.13272
0.427	329.92276
0.428	328.71279
0.429	327.50283
0.43	326.29286
0.431	325.0829
0.432	323.87293
0.433	322.66297
0.434	321.453
0.435	320.24304
0.436	319.03308
0.437	317.82311
0.438	316.61315
0.439	315.40318
0.44	314.19322
0.441	312.98325
0.442	311.77329
0.443	310.56332
0.444	309.35336
0.445	308.14339
0.446	306.93343
0.447	305.72347
0.448	304.5135
0.449	303.30354
0.45	302.09357
0.451	300.88361
0.452	299.67364
0.453	298.46368
0.454	297.25371
0.455	296.04375
0.456	294.83378
0.457	293.62382
0.458	292.42687
0.459	291.24299
0.46	290.07186
0.461	288.91338
0.462	287.7674
0.463	286.63366
0.464	285.51217
0.465	284.40254
0.466	283.30486
0.467	282.21875
0.468	281.1442
0.469	280.08097
0.47	279.0289
0.471	277.98793
0.472	276.95774
0.473	275.93839
0.474	274.92952
0.475	273.93115
0.476	272.94301
0.477	271.96501
0.478	270.99699
0.479	270.03878
0.48	269.09031
0.481	268.15131
0.482	267.22182
0.483	266.3015
0.484	265.39037
0.485	264.4882
0.486	263.59487
0.487	262.71028
0.488	261.83422
0.489	260.96668
0.49	260.10737
0.491	259.25632
0.492	258.41327
0.493	257.57818
0.494	256.75087
0.495	255.93121
0.496	255.11914
0.497	254.31443
0.498	253.5171
0.499	252.72687
0.5	251.94377
0.501	251.16756
0.502	250.39819
0.503	249.63553
0.504	248.87944
0.505	248.12986
0.506	247.38658
0.507	246.64964
0.508	245.91877
0.509	245.19398
0.51	244.47509
0.511	243.76202
0.512	243.05467
0.513	242.35291
0.514	241.65669
0.515	240.96583
0.516	240.28032
0.517	239.59998
0.518	238.92476
0.519	238.25454
0.52	237.58923
0.521	236.92876
0.522	236.27532
0.523	235.62187
0.524	234.97527
0.525	234.33315
0.526	233.69538
0.527	233.06189
0.528	232.43259
0.529	231.80738
0.53	231.18622
0.531	230.56896
0.532	229.95561
0.533	229.346
0.534	228.74012
0.535	228.13784
0.536	227.53911
0.537	226.94386
0.538	226.35199
0.539	225.76347
0.54	225.17817
0.541	224.59609
0.542	224.0171
0.543	223.44116
0.544	222.86821
0.545	222.29816
0.546	221.73097
0.547	221.16655
